from_id,to_id,relationship
U650,Q5661291,related
U650,Q6720877,related
U650,Q697372,related
U650,Q9187249,related
U650,Q10565579,related
U650,Q11621101,related
U650,Q11077234,related
U650,Q11093815,related
U650,Q11658441,related
U650,Q30611039,related
U650,Q8270130,related
U650,Q8272802,related
U650,Q8272871,related
U650,Q8273079,related
U650,Q8273275,related
U650,Q8273289,related
U650,Q8273339,related
U650,Q8273457,related
U650,Q8273621,related
U650,Q8273967,related
U650,Q8274160,related
U650,Q8274240,related
U650,Q8274338,related
U650,Q8274956,related
U650,Q8275030,related
U650,Q8275131,related
U650,Q8275503,related
U650,Q8275552,related
U650,Q8275715,related
U650,Q8276684,related
U650,Q8278274,related
U650,Q8279169,related
U650,Q8279233,related
U650,Q8279297,related
U650,Q8279437,related
U650,Q8279815,related
U650,Q21449528,related
U650,Q16076804,related
U650,Q25916891,related
U650,Q6855775,related
U650,Q1649628,related
U650,Q7037519,related
U650,Q5951233,related
U650,Q5102553,related
U650,Q8273371,related
U650,Q8274296,related
U650,Q8274964,related
U650,Q8275448,related
U650,Q8275765,related
U650,Q8276152,related
U650,Q8276826,related
U650,Q8277283,related
U650,Q8277656,related
U650,Q8277764,related
U650,Q8278182,related
U650,Q8279157,related
U650,Q8279405,related
U650,Q8279456,related
