ori_id,name,descriptions,aliases,name_zh,descriptions_zh,aliases_zh,:LABEL
Q8348025,陳永福,None,None,陳永福,None,None,Democratic_Progressive_Party
Q8348511,何敏誠,politician,None,何敏誠,None,None,Democratic_Progressive_Party
Q8349521,Cheng Kuei-lien,politician,None,鄭貴蓮,None,None,Democratic_Progressive_Party
Q8350142,施明雄,None,None,施明雄,None,None,Democratic_Progressive_Party
Q707648,Mark Chen,Taiwanese politician,Mark Chen Tang-shan,陳唐山,None,None,Democratic_Progressive_Party
Q6393270,Ker Chien-ming,Taiwanese politician,Ke Jianming,柯建銘,台湾政治人物,柯建铭,Democratic_Progressive_Party
Q8347638,Tsai Shih-ying,politician,None,蔡適應,None,None,Democratic_Progressive_Party
Q8349420,Chuang Suo-hang,None,None,莊碩漢,None,None,Democratic_Progressive_Party
Q8349946,梁牧養,None,None,梁牧養,None,None,Democratic_Progressive_Party
Q8351622,蕭貫譽,None,None,蕭貫譽,None,None,Democratic_Progressive_Party
Q8351650,魏耀乾,None,None,魏耀乾,None,None,Democratic_Progressive_Party
Q8351701,Ju Gau-jeng,Taiwanese politician,Zhu Gaozheng,朱高正,台湾政治人物,None,Democratic_Progressive_Party
Q5103333,Cho Chun-ying,Taiwanese politician,None,卓春英,None,None,Democratic_Progressive_Party
Q5072726,Chao Chien-ming,Taiwanese physician,Zhao Jianming,趙建銘,台湾医生,赵建铭,Democratic_Progressive_Party
Q5090717,Chen Chi-mai,Taiwanese politician,Chen Qimai,陳其邁,台湾政治人物,陈其迈,Democratic_Progressive_Party
Q22774129,Lin Ching-yi,Taiwanese politician,Lin Jingyi,林靜儀,台湾政治人物,林静仪,Democratic_Progressive_Party
Q6310828,Chairperson of the Democratic Progressive Party,None,Chairpersons of the Democratic Progressive Party,民主進步黨主席,None,民进党主席,Democratic_Progressive_Party
Q7250870,周柏雅,politician,None,周柏雅,None,None,Democratic_Progressive_Party
Q7682659,Tang Bi-a,Taiwanese politician,None,唐碧娥,None,None,Democratic_Progressive_Party
Q8347086,巴燕·達魯,None,None,巴燕·達魯,None,None,Democratic_Progressive_Party
Q8347296,Chen Li-chen,Taiwanese politician,None,陳麗貞,None,None,Democratic_Progressive_Party
